company,job_url,location,page_index,posted,salary,search_query,source_url,title
TALENTVIS SINGAPORE PTE. LTD.,https://www.mycareersfuture.gov.sg/job/risk-management/quantitative-traders-talentvis-singapore-c78762bba41474fd18f18025783ac52d?source=MCF&event=SuggestedJob,Islandwide,0,,,quant,https://www.mycareersfuture.gov.sg/search?search=quant&sortBy=new_posting_date&page=0,Quantitative Traders
SUMITOMO MITSUI BANKING CORPORATION Singapore Branch,https://www.mycareersfuture.gov.sg/job/banking-finance/vp-macro-sales-global-markets-treasury-asia-pacific-sumitomo-mitsui-banking-corporation-singapore-branch-34107c0635c8af5adf88b4ea2af9d9cf?source=MCF&event=SuggestedJob,Central,0,,,quant,https://www.mycareersfuture.gov.sg/search?search=quant&sortBy=new_posting_date&page=0,"VP, Macro Sales, Global Markets & Treasury Asia Pacific"
SQUAREPOINT SERVICES SINGAPORE PTE. LTD.,https://www.mycareersfuture.gov.sg/job/banking-finance/junior-quant-researcher-squarepoint-services-singapore-ea164e07dec12dc1a9b0deafbb726c39?source=MCF&event=SuggestedJob,Central,0,,,quant,https://www.mycareersfuture.gov.sg/search?search=quant&sortBy=new_posting_date&page=0,Junior Quant Researcher
SQUAREPOINT SERVICES SINGAPORE PTE. LTD.,https://www.mycareersfuture.gov.sg/job/banking-finance/desk-quant-analyst-squarepoint-services-singapore-5512ca3dd020bd06576333975672bff0?source=MCF&event=SuggestedJob,Central,0,,,quant,https://www.mycareersfuture.gov.sg/search?search=quant&sortBy=new_posting_date&page=0,Desk Quant Analyst
ANRADUS PTE. LTD.,https://www.mycareersfuture.gov.sg/job/banking-finance/quant-researcher-77900-anradus-d6e27276823b78884754a379ae8df1fb?source=MCF&event=SuggestedJob,Islandwide,0,,,quant,https://www.mycareersfuture.gov.sg/search?search=quant&sortBy=new_posting_date&page=0,Quant Researcher #77900
SOUTHERN RIDGES CAPITAL PTE. LTD.,https://www.mycareersfuture.gov.sg/job/risk-management/quantitative-risk-analyst-southern-ridges-capital-f9768197b052418d1667b0fdcc711193?source=MCF&event=SuggestedJob,South,0,,,quant,https://www.mycareersfuture.gov.sg/search?search=quant&sortBy=new_posting_date&page=0,Quantitative Risk Analyst
SOUTHERN RIDGES CAPITAL PTE. LTD.,https://www.mycareersfuture.gov.sg/job/banking-finance/operations-analyst-southern-ridges-capital-cb62d9b13e8bcb364edc5e790ad097ab?source=MCF&event=SuggestedJob,South,0,,,quant,https://www.mycareersfuture.gov.sg/search?search=quant&sortBy=new_posting_date&page=0,Operations Analyst
RECRUITFLASH PTE. LTD.,https://www.mycareersfuture.gov.sg/job/building-construction/business-development-manager-recruitflash-0533137c6f48a996f1f0bf632807f6a0?source=MCF&event=SuggestedJob,Islandwide,0,,,quant,https://www.mycareersfuture.gov.sg/search?search=quant&sortBy=new_posting_date&page=0,Business development manager (AV  /  IT Industry )
ACCLIME SINGAPORE PTE. LTD.,https://www.mycareersfuture.gov.sg/job/professional-services/regional-business-development-manager-acclime-singapore-3ec38f0733c354c3f23c616206a15ab3?source=MCF&event=SuggestedJob,Central,0,,,quant,https://www.mycareersfuture.gov.sg/search?search=quant&sortBy=new_posting_date&page=0,Regional Business Development Manager
TANDA DEVELOPMENT PTE. LTD.,https://www.mycareersfuture.gov.sg/job/building-construction/area-sales-manager-tanda-development-811be05aa3e3913c98d8b305ec252712?source=MCF&event=SuggestedJob,South,0,,,quant,https://www.mycareersfuture.gov.sg/search?search=quant&sortBy=new_posting_date&page=0,Area Sales Manager
SYSTEM MANPOWER SERVICE,https://www.mycareersfuture.gov.sg/job/customer-service/sales-manager-chias-vegetables-trading-78542b9a2d317ac212c6042d7ce88333?source=MCF&event=SuggestedJob,Islandwide,0,,,quant,https://www.mycareersfuture.gov.sg/search?search=quant&sortBy=new_posting_date&page=0,SALES MANAGER
SUNNINGDALE TECH LTD.,https://www.mycareersfuture.gov.sg/job/manufacturing/assistant-engineer-process-sunningdale-tech-1c2ee75b617a5c6442c7cc998d455b7b?source=MCF&event=SuggestedJob,West,0,,,quant,https://www.mycareersfuture.gov.sg/search?search=quant&sortBy=new_posting_date&page=0,Assistant Engineer - Process (GRIT Programme Trainee)
AIM RECRUIT CONSULTANCY PTE. LIMITED,https://www.mycareersfuture.gov.sg/job/banking-finance/programmer-as400-chai-chee-aim-recruit-consultancy-f4ab83911338cfdfb53b7229cf902847?source=MCF&event=Search,Islandwide,0,,,software engineer,https://www.mycareersfuture.gov.sg/search?search=software+engineer&sortBy=new_posting_date&page=0,Programmer (RPG / RPGLE)  / AS400 - Chai Chee
ANRADUS PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/full-stack-developer-69175-anradus-69ef5dadc167ef4d3e10a74cc8ccbba6?source=MCF&event=Search,Islandwide,0,,,software engineer,https://www.mycareersfuture.gov.sg/search?search=software+engineer&sortBy=new_posting_date&page=0,Full Stack Developer #69175
ACHERON PTE. LTD.,https://www.mycareersfuture.gov.sg/job/engineering/senior-software-engineer-acheron-1eba1aa76a7da258d9c1488e19dda58a?source=MCF&event=SuggestedJob,Islandwide,0,,,software engineer,https://www.mycareersfuture.gov.sg/search?search=software+engineer&sortBy=new_posting_date&page=0,Senior Software Engineer
BUILDSCAPE CONSTRUCTION PTE. LTD.,https://www.mycareersfuture.gov.sg/job/admin/software-engineer-buildscape-construction-55b3da3d21e64c4101679c784d2c5dac?source=MCF&event=Search,Central,0,,,software engineer,https://www.mycareersfuture.gov.sg/search?search=software+engineer&sortBy=new_posting_date&page=0,SOFTWARE ENGINEER
PHOENIX SOLUTIONS (S) PTE. LTD.,https://www.mycareersfuture.gov.sg/job/consulting/sr-software-engineer-phoenix-solutions-d1764b2c20c0958893871af44d01ad4a?source=MCF&event=Search,East,0,,,software engineer,https://www.mycareersfuture.gov.sg/search?search=software+engineer&sortBy=new_posting_date&page=0,Sr. Software Engineer
FLEXXON PTE. LTD.,https://www.mycareersfuture.gov.sg/job/engineering/senior-software-engineer-flexxon-53431fa3fdfb0bfab77e4d19a4bc2f0b?source=MCF&event=Search,Central,0,,,software engineer,https://www.mycareersfuture.gov.sg/search?search=software+engineer&sortBy=new_posting_date&page=0,Senior Software Engineer
ATOMRECRUIT PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/analyst-programmer-atomrecruit-d48c6283eb891d71b6ec973a074805d7?source=MCF&event=Search,East,0,,,software engineer,https://www.mycareersfuture.gov.sg/search?search=software+engineer&sortBy=new_posting_date&page=0,Analyst Programmer (RPG / AS400)
PHOENIX SOLUTIONS (S) PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/software-developer-phoenix-solutions-d15ea733052e981c7b7ef391cacd3058?source=MCF&event=Search,East,0,,,software engineer,https://www.mycareersfuture.gov.sg/search?search=software+engineer&sortBy=new_posting_date&page=0,Software  Developer
RECRUITFLASH PTE. LTD.,https://www.mycareersfuture.gov.sg/job/consulting/analyst-programmer-software-programmer-rpg-rpgle-ibm-as400-system-recruitflash-1f1108c4014303b9c66a60d9b824e259?source=MCF&event=Search,Islandwide,0,,,software engineer,https://www.mycareersfuture.gov.sg/search?search=software+engineer&sortBy=new_posting_date&page=0,Analyst Programmer  /  Software Programmer  - RPG / RPGLE on IBM AS400 / System ( Junior  /  No experience  )
INTUIT RECRUITMENT PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/software-developer-intuit-recruitment-f656df05c320fd14a22ec3ad1f666be7?source=MCF&event=Search,Central,0,,,software engineer,https://www.mycareersfuture.gov.sg/search?search=software+engineer&sortBy=new_posting_date&page=0,Software Developer (Microsoft 365 /  SharePoint)
NODEWORTHY PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/full-stack-developer-nodeworthy-0c5c892e82f2ed15e7b3f98c46daca51?source=MCF&event=Search,Islandwide,0,,,software engineer,https://www.mycareersfuture.gov.sg/search?search=software+engineer&sortBy=new_posting_date&page=0,Full Stack Developer
UNITED MICROELECTRONICS CORPORATION (Singapore Branch),https://www.mycareersfuture.gov.sg/job/engineering/staff-technology-development-engineer-united-microelectronics-corporation-e2b22fdffeb153b2b6f0a4dcdf8eef76?source=MCF&event=Search,East,0,,,software engineer,https://www.mycareersfuture.gov.sg/search?search=software+engineer&sortBy=new_posting_date&page=0,Staff Technology Development Engineer
GRABTAXI HOLDINGS PTE. LTD.,https://www.mycareersfuture.gov.sg/job/engineering/lead-software-engineer-fullstack-grabtaxi-holdings-eb9a625706ed29c7c192630728690c21?source=MCF&event=Search,South,0,,,software engineer,https://www.mycareersfuture.gov.sg/search?search=software+engineer&sortBy=new_posting_date&page=0,"Lead Software Engineer, Fullstack"
SINGULARITY DATA PTE. LTD.,https://www.mycareersfuture.gov.sg/job/engineering/senior-software-engineer-singularity-data-dfdb8467544be45050a5558d9ab5a462?source=MCF&event=SuggestedJob,Islandwide,0,,,software engineer,https://www.mycareersfuture.gov.sg/search?search=software+engineer&sortBy=new_posting_date&page=0,Senior Software Engineer
KNOWLEDGESG GLOBAL PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/software-engineer-knowledgesg-global-144b623bdff5f0162454202daac91a42?source=MCF&event=Search,Islandwide,0,,,software engineer,https://www.mycareersfuture.gov.sg/search?search=software+engineer&sortBy=new_posting_date&page=0,Software Engineer
KNOWLEDGESG GLOBAL PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/software-engineer-knowledgesg-global-9cb65980d38e114d11f0616a4a125eda?source=MCF&event=Search,Islandwide,0,,,software engineer,https://www.mycareersfuture.gov.sg/search?search=software+engineer&sortBy=new_posting_date&page=0,Software Engineer
AKUNA CAPITAL SINGAPORE PTE. LTD.,https://www.mycareersfuture.gov.sg/job/banking-finance/software-engineer-akuna-capital-singapore-81f24d56b3127119482118fa4f4cc518?source=MCF&event=Search,Central,0,,,software engineer,https://www.mycareersfuture.gov.sg/search?search=software+engineer&sortBy=new_posting_date&page=0,Software Engineer
AASHISH STEEL ENGINEERING PTE. LTD.,https://www.mycareersfuture.gov.sg/job/advertising/software-engineer-aashish-steel-engineering-8043856bb070093d613a04beb0593712?source=MCF&event=Search,West,0,,,software engineer,https://www.mycareersfuture.gov.sg/search?search=software+engineer&sortBy=new_posting_date&page=0,SOFTWARE ENGINEER
HORIZON COMPUTER MANAGEMENT PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/software-engineer-horizon-computer-management-b1f3918ae88711511985ada252de897e?source=MCF&event=Search,Islandwide,0,,,software engineer,https://www.mycareersfuture.gov.sg/search?search=software+engineer&sortBy=new_posting_date&page=0,Software Engineer
HORIZON COMPUTER MANAGEMENT PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/software-engineer-horizon-computer-management-ca513e1c9bdfb883236c10c680593847?source=MCF&event=Search,Islandwide,0,,,software engineer,https://www.mycareersfuture.gov.sg/search?search=software+engineer&sortBy=new_posting_date&page=0,Software Engineer
RECRUIT EXPERT PTE. LTD.,https://www.mycareersfuture.gov.sg/job/engineering/software-engineer-recruit-expert-26803d80a4f2538e7d8509eb45754554?source=MCF&event=Search,Central,0,,,software engineer,https://www.mycareersfuture.gov.sg/search?search=software+engineer&sortBy=new_posting_date&page=0,"Software Engineer (Computer Vision / Vision Inspection, C++)"
THOUGHTWORKS PTE. LTD.,https://www.mycareersfuture.gov.sg/job/consulting/software-developer-thoughtworks-4225d189a0466c34fdf52e8e6815e12f?source=MCF&event=Search,Central,0,,,software engineer,https://www.mycareersfuture.gov.sg/search?search=software+engineer&sortBy=new_posting_date&page=0,Software Developer
JOHNSON CONTROLS (S) PTE. LTD.,https://www.mycareersfuture.gov.sg/job/accounting/data-analyst-johnson-controls-0d9920ed70adac2991c1aad90143c9dd?source=MCF&event=Search,South,1,,,data analyst,https://www.mycareersfuture.gov.sg/search?search=data+analyst&sortBy=new_posting_date&page=1,Data Analyst
XML INTERNATIONAL BUSINESS SOLUTIONS (SINGAPORE) PRIVATE LTD.,https://www.mycareersfuture.gov.sg/job/others/senior-technical-data-analyst-xml-international-business-solutions-f118d59ebc1b3f7747da1efa338f9340?source=MCF&event=Search,Central,1,,,data analyst,https://www.mycareersfuture.gov.sg/search?search=data+analyst&sortBy=new_posting_date&page=1,Senior Technical Data Analyst
ALPHA X TECHNOLOGY PTE. LTD.,https://www.mycareersfuture.gov.sg/job/engineering/power-bi-data-analyst-alpha-x-technology-a688c5b57c2a4a999c5813ee883e76e4?source=MCF&event=Search,Islandwide,1,,,data analyst,https://www.mycareersfuture.gov.sg/search?search=data+analyst&sortBy=new_posting_date&page=1,Power BI Data Analyst
MULTIMEDIA ENGINEERING PTE LTD,https://www.mycareersfuture.gov.sg/job/accounting/financial-analyst-multimedia-engineering-4e9f4bd7b9e63e663c060d040ef734f7?source=MCF&event=Search,West,1,,,data analyst,https://www.mycareersfuture.gov.sg/search?search=data+analyst&sortBy=new_posting_date&page=1,Financial Analyst
THE SUPREME HR ADVISORY PTE. LTD.,https://www.mycareersfuture.gov.sg/job/accounting/financial-analyst-supreme-hr-advisory-d71c7c66680a85e318f9913925e2a18e?source=MCF&event=Search,Central,1,,,data analyst,https://www.mycareersfuture.gov.sg/search?search=data+analyst&sortBy=new_posting_date&page=1,Financial Analyst (Logistic | Budget | Finance)
THE SUPREME HR ADVISORY PTE. LTD.,https://www.mycareersfuture.gov.sg/job/accounting/financial-analyst-supreme-hr-advisory-b16e03597774d38808071c4a787e5456?source=MCF&event=Search,Central,1,,,data analyst,https://www.mycareersfuture.gov.sg/search?search=data+analyst&sortBy=new_posting_date&page=1,Financial Analyst (Freight forwarding)
ENCORA TECHNOLOGIES PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/production-support-analyst-encora-technologies-49ae21c198a142c204d40d8d6ca035e5?source=MCF&event=Search,Islandwide,1,,,data analyst,https://www.mycareersfuture.gov.sg/search?search=data+analyst&sortBy=new_posting_date&page=1,Production Support Analyst
ABAXX SINGAPORE PTE. LTD.,https://www.mycareersfuture.gov.sg/job/advertising/commercial-development-analyst-abaxx-singapore-1b94cc676047923383ea80d4297dcdfc?source=MCF&event=Search,Central,1,,,data analyst,https://www.mycareersfuture.gov.sg/search?search=data+analyst&sortBy=new_posting_date&page=1,Commercial Development Analyst (Welcome Fresh Graduates)
THE SUPREME HR ADVISORY PTE. LTD.,https://www.mycareersfuture.gov.sg/job/banking-finance/financial-analyst-ss10-supreme-hr-advisory-9ab1564e1c52c5e9c99da521a7663a46?source=MCF&event=Search,Central,1,,,data analyst,https://www.mycareersfuture.gov.sg/search?search=data+analyst&sortBy=new_posting_date&page=1,Financial Analyst (Freight forwarding  /  Logistic  /  Power B1) - SS10
THE SUPREME HR ADVISORY PTE. LTD.,https://www.mycareersfuture.gov.sg/job/accounting/financial-analyst-freight-forwarding-power-b1-excel-2323-supreme-hr-advisory-3672a3d03d31de46aae96eaf0a25c1bc?source=MCF&event=Search,Islandwide,1,,,data analyst,https://www.mycareersfuture.gov.sg/search?search=data+analyst&sortBy=new_posting_date&page=1,Financial Analyst [Freight forwarding /  Power B1& Excel] - 2323
KPMG SERVICES PTE. LTD.,https://www.mycareersfuture.gov.sg/job/consulting/transaction-services-financial-due-diligence-assistant-manager-manager-kpmg-services-1dccb0ac218a3b538902731f3973a404?source=MCF&event=Search,Central,1,,,data analyst,https://www.mycareersfuture.gov.sg/search?search=data+analyst&sortBy=new_posting_date&page=1,"Transaction Services, Financial Due Diligence, Assistant Manager - Manager"
THE SUPREME HR ADVISORY PTE. LTD.,https://www.mycareersfuture.gov.sg/job/accounting/financial-analyst-freight-forwarding-industry-5-days-44k-supreme-hr-advisory-6734b8ccad1849e955df060fdf35d0d7?source=MCF&event=Search,Central,1,,,data analyst,https://www.mycareersfuture.gov.sg/search?search=data+analyst&sortBy=new_posting_date&page=1,Financial Analyst - Freight Forwarding Industry | 5 days - Up to $4.4k (0580)
THE SUPREME HR ADVISORY PTE. LTD.,https://www.mycareersfuture.gov.sg/job/accounting/6723-financial-analyst-erp-system-freight-forwarding-logistics-supply-chain-industry-supreme-hr-advisory-076c3776599536b7fb6e07a5c2d01c1e?source=MCF&event=Search,Islandwide,1,,,data analyst,https://www.mycareersfuture.gov.sg/search?search=data+analyst&sortBy=new_posting_date&page=1,6723 - Financial Analyst [ERP System | Freight Forwarding  /  Logistics  /  Supply Chain Industry]
THE SUPREME HR ADVISORY PTE. LTD.,https://www.mycareersfuture.gov.sg/job/banking-finance/financial-analyst-freight-forwarding-fort-canning-5-days-44k-4461-supreme-hr-advisory-6eb0e05e9ee428e5eb2ae7e7283a27e2?source=MCF&event=Search,Islandwide,1,,,data analyst,https://www.mycareersfuture.gov.sg/search?search=data+analyst&sortBy=new_posting_date&page=1,Financial Analyst | Freight Forwarding | Fort Canning | 5 Days | Up To $4.4K - 4461
KPMG SERVICES PTE. LTD.,https://www.mycareersfuture.gov.sg/job/consulting/transaction-services-financial-due-diligence-manager-associate-director-kpmg-services-5613b270b752c7c2393685256d5c017b?source=MCF&event=Search,Central,1,,,data analyst,https://www.mycareersfuture.gov.sg/search?search=data+analyst&sortBy=new_posting_date&page=1,"Transaction Services, Financial Due Diligence, Manager to Associate Director"
THE SUPREME HR ADVISORY PTE. LTD.,https://www.mycareersfuture.gov.sg/job/accounting/financial-analyst-freight-logistics-power-bi-excel-4400-sm09-supreme-hr-advisory-073573f94de1d8805244cda5ab6f0a37?source=MCF&event=Search,Islandwide,1,,,data analyst,https://www.mycareersfuture.gov.sg/search?search=data+analyst&sortBy=new_posting_date&page=1,Financial Analyst [Freight & Logistics | Power BI & Excel | Up to $4400] - SM09
THE SUPREME HR ADVISORY PTE. LTD.,https://www.mycareersfuture.gov.sg/job/banking-finance/financial-analyst-freight-forwarding-44k-5-days-fort-canning-4769-supreme-hr-advisory-d139c044e2a56a0716c86c638595befa?source=MCF&event=Search,Islandwide,1,,,data analyst,https://www.mycareersfuture.gov.sg/search?search=data+analyst&sortBy=new_posting_date&page=1,Financial Analyst | Freight forwarding | Up to $4.4k | 5 Days | Fort Canning - 4769
APBA TG HUMAN RESOURCE PTE. LTD.,https://www.mycareersfuture.gov.sg/job/admin/data-analyst-jl-apba-tg-human-resource-d5605a9c4b24aaa2be02c950b597f42c?source=MCF&event=Search,East,1,,,data analyst,https://www.mycareersfuture.gov.sg/search?search=data+analyst&sortBy=new_posting_date&page=1,Data Analyst (HRIS) - JL
PERSOLKELLY SINGAPORE PTE. LTD.,https://www.mycareersfuture.gov.sg/job/logistics/data-analyst-supplier-management-persolkelly-singapore-0636f57220f9ccbb8ff998830e398cdd?source=MCF&event=Search,Central,1,,,data analyst,https://www.mycareersfuture.gov.sg/search?search=data+analyst&sortBy=new_posting_date&page=1,(UP $4.7K) Data Analyst  /  Supplier Management (Joo Koon)
GMP TECHNOLOGIES (S) PTE LTD,https://www.mycareersfuture.gov.sg/job/information-technology/data-analyst-healthcare-2-years-contract-gmp-technologies-ef3f272c4a7ce8d338ed9d714311e938?source=MCF&event=Search,Islandwide,1,,,data analyst,https://www.mycareersfuture.gov.sg/search?search=data+analyst&sortBy=new_posting_date&page=1,Data Analyst | Healthcare |2 years Contract
QUESS SELECTION & SERVICES PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/data-scientist-quess-selection-services-eb159350836b7b7bd4cee295b690ee28?source=MCF&event=Search,Islandwide,1,,,data scientist,https://www.mycareersfuture.gov.sg/search?search=data+scientist&sortBy=new_posting_date&page=1,Data Scientist
BYTEDANCE PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/data-scientist-game-security-bytedance-df93b5ad2878a105452bb5ed23505959?source=MCF&event=Search,Central,1,,,data scientist,https://www.mycareersfuture.gov.sg/search?search=data+scientist&sortBy=new_posting_date&page=1,"Data Scientist, Game Security"
RAZER (ASIA-PACIFIC) PTE. LTD.,https://www.mycareersfuture.gov.sg/job/engineering/senior-data-scientist-razer-d83900a23a8c24708e67fa8299903e6f?source=MCF&event=Search,South,1,,,data scientist,https://www.mycareersfuture.gov.sg/search?search=data+scientist&sortBy=new_posting_date&page=1,Senior Data Scientist
INNOWAVE TECH PTE. LTD.,https://www.mycareersfuture.gov.sg/job/engineering/senior-data-scientist-innowave-tech-e8989bcaf18248e1275f16aff818cb76?source=MCF&event=Search,East,1,,,data scientist,https://www.mycareersfuture.gov.sg/search?search=data+scientist&sortBy=new_posting_date&page=1,Senior Data Scientist
KPMG SERVICES PTE. LTD.,https://www.mycareersfuture.gov.sg/job/consulting/deal-advisory-data-scientist-assistant-manager-manager-kpmg-services-4377166918a834f9e029bbd021ea4337?source=MCF&event=Search,Central,1,,,data scientist,https://www.mycareersfuture.gov.sg/search?search=data+scientist&sortBy=new_posting_date&page=1,"Deal Advisory, Data Scientist, Assistant Manager to Manager"
MIRXES LAB PTE. LTD.,https://www.mycareersfuture.gov.sg/job/sciences/data-scientist-mirxes-lab-a4b3999805357b2a823be54880c44bb8?source=MCF&event=Search,South,1,,,data scientist,https://www.mycareersfuture.gov.sg/search?search=data+scientist&sortBy=new_posting_date&page=1,Data Scientist
SHIFT TECHNOLOGY PTE. LTD.,https://www.mycareersfuture.gov.sg/job/engineering/data-scientist-shift-technology-2e07b6986c4832bcd4af18fba85a018f?source=MCF&event=Search,Central,1,,,data scientist,https://www.mycareersfuture.gov.sg/search?search=data+scientist&sortBy=new_posting_date&page=1,DATA SCIENTIST (Recent Graduate)
HAL COMPLETIONS MFG PTE. LTD.,https://www.mycareersfuture.gov.sg/job/engineering/data-science-technical-professional-hal-completions-mfg-c460fa24eec2f4fd8da95ec6c4c7b85b?source=MCF&event=Search,West,1,,,data scientist,https://www.mycareersfuture.gov.sg/search?search=data+scientist&sortBy=new_posting_date&page=1,Data Science Technical Professional
UST GLOBAL (SINGAPORE) PTE. LIMITED,https://www.mycareersfuture.gov.sg/job/information-technology/data-scientist-ust-global-f576d817ea2547b21e1e7e9c2f8bf505?source=MCF&event=Search,Islandwide,1,,,data scientist,https://www.mycareersfuture.gov.sg/search?search=data+scientist&sortBy=new_posting_date&page=1,Data Scientist
WEBSPARKS PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/senior-data-scientist-5-month-contract-websparks-e15f1362e9fec05549d097481fb12f6b?source=MCF&event=Search,Islandwide,1,,,data scientist,https://www.mycareersfuture.gov.sg/search?search=data+scientist&sortBy=new_posting_date&page=1,Senior Data Scientist [5-month Contract]
A*STAR RESEARCH ENTITIES,https://www.mycareersfuture.gov.sg/job/sciences/data-scientist-dxd-hub-astar-research-entities-1fd527bb82c51d018506b8d0cc86fc77?source=MCF&event=Search,South,1,,,data scientist,https://www.mycareersfuture.gov.sg/search?search=data+scientist&sortBy=new_posting_date&page=1,"Data Scientist (DDx), DxD Hub"
HCL SINGAPORE PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/data-scientist-hcl-singapore-237ba242c1c78267c8c048df5520ce43?source=MCF&event=Search,Islandwide,1,,,data scientist,https://www.mycareersfuture.gov.sg/search?search=data+scientist&sortBy=new_posting_date&page=1,Data Scientist
BGC GROUP PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/data-scientist-analyst-bgc-group-5fb405cda2826428afbf7dbb806548d4?source=MCF&event=Search,South,1,,,data scientist,https://www.mycareersfuture.gov.sg/search?search=data+scientist&sortBy=new_posting_date&page=1,Data Scientist /  Analyst (ML | Tensorflow | PyTorch | Public Sector)
JOBSTER PRIVATE LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/data-scientist-jobster-d6cbad909f8d9220da44632d4320dbdd?source=MCF&event=Search,Islandwide,1,,,data scientist,https://www.mycareersfuture.gov.sg/search?search=data+scientist&sortBy=new_posting_date&page=1,Data Scientist (AI)
NTT SINGAPORE PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/data-scientist-%E2%80%93-12-months-contract-ntt-singapore-468c0340e6894bd03c3a74c9206988e3?source=MCF&event=Search,Central,1,,,data scientist,https://www.mycareersfuture.gov.sg/search?search=data+scientist&sortBy=new_posting_date&page=1,Data Scientist (AI  /  Machine Learning) – 12 Months Contract
TITANSOFT PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/data-scientist-titansoft-1b53ee692f9777985e1e854f25f040b2?source=MCF&event=Search,Central,1,,,data scientist,https://www.mycareersfuture.gov.sg/search?search=data+scientist&sortBy=new_posting_date&page=1,Data Scientist
RECRUIT EXPRESS PTE LTD,https://www.mycareersfuture.gov.sg/job/information-technology/data-scientist-ai-ml-ifl-recruit-express-8b9b215a041e906a3de400fbd921d300?source=MCF&event=Search,Central,1,,,data scientist,https://www.mycareersfuture.gov.sg/search?search=data+scientist&sortBy=new_posting_date&page=1,Data Scientist AI / ML (AI driven) #IFL
KLASS ENGINEERING & SOLUTIONS PTE. LTD.,https://www.mycareersfuture.gov.sg/job/engineering/researcher-data-science-ai-klass-engineering-solutions-0a995afef0402a2f2aa8bfdf3b4e1195?source=MCF&event=Search,Central,1,,,data scientist,https://www.mycareersfuture.gov.sg/search?search=data+scientist&sortBy=new_posting_date&page=1,Researcher - Data Science & AI (3 Yr Contract)
PARTNER REINSURANCE ASIA PTE. LTD.,https://www.mycareersfuture.gov.sg/job/insurance/data-scientist-partner-reinsurance-asia-704a5c2133d613f720d6c45fedb0510d?source=MCF&event=Search,Central,1,,,data scientist,https://www.mycareersfuture.gov.sg/search?search=data+scientist&sortBy=new_posting_date&page=1,Data Scientist
EVONIK (SEA) PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/senior-data-scientist-evonik-0fae7ceaee1fd46cf28e411046804d1e?source=MCF&event=Search,South,1,,,data scientist,https://www.mycareersfuture.gov.sg/search?search=data+scientist&sortBy=new_posting_date&page=1,Senior / Data Scientist
PRC CONSTRUCTION PTE. LTD.,https://www.mycareersfuture.gov.sg/job/accounting/senior-business-system-analyst-prc-construction-379a4a7517cdab6ec9c11cf292cfb651?source=MCF&event=Search,Central,1,,,business analyst,https://www.mycareersfuture.gov.sg/search?search=business+analyst&sortBy=new_posting_date&page=1,SENIOR BUSINESS SYSTEM ANALYST
IOTALENTS PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/technical-business-analyst-iotalents-d6d0d622ce29df877470addad9cce7eb?source=MCF&event=Search,Islandwide,1,,,business analyst,https://www.mycareersfuture.gov.sg/search?search=business+analyst&sortBy=new_posting_date&page=1,Technical Business Analyst
SCIENTEC CONSULTING PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/digital-business-analyst-%E2%80%93-spvw-scientec-consulting-3e4a9db5890186187751eda7a209b2d1?source=MCF&event=Search,South,1,,,business analyst,https://www.mycareersfuture.gov.sg/search?search=business+analyst&sortBy=new_posting_date&page=1,Digital Business Analyst (Agile / Low Code) – spvw
LICO RESOURCES PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/senior-business-analyst-lico-resources-749ceeb35fe2168a7eb95e8e354b9f61?source=MCF&event=Search,Islandwide,1,,,business analyst,https://www.mycareersfuture.gov.sg/search?search=business+analyst&sortBy=new_posting_date&page=1,Senior IT Business Analyst
ES RECRUITMENT PTE. LTD.,https://www.mycareersfuture.gov.sg/job/information-technology/technical-business-analyst-es-recruitment-78637859c5213fb29bef19b1778aec0a?source=MCF&event=Search,East,1,,,business analyst,https://www.mycareersfuture.gov.sg/search?search=business+analyst&sortBy=new_posting_date&page=1,Technical Business Analyst (5 yrs exp in Banking  /  SQL  /  Up to $7100)
